country,latitude,longitude,bcm,m_mscfd,year,field_type,field_name,field_operator,location,flare_level,flaring_vol_million_m3
Nigeria,4.316774,8.36674,0.133107777,12.87851288,2012,OIL,Adanga,Addax,OFFSHORE,Medium,133.1077773
Nigeria,4.35386,8.245211,0.043772772,4.235125967,2012,OIL,Akam,Addax,OFFSHORE,Small,43.77277168
Nigeria,4.271774,8.337887,0.067157917,6.497697723,2012,OIL,Ebughu,Addax,OFFSHORE,Medium,67.15791716
Nigeria,5.619424,6.815036,0.109629477,10.60692815,2012,OIL,Izombe,Addax,ONSHORE,Medium,109.6294768
Nigeria,4.221047,8.333957,0.028064393,2.715300702,2012,OIL,Mimbo,Addax,OFFSHORE,Small,28.06439255
Nigeria,4.243009,8.322505,0.025401314,2.457641173,2012,OIL,Mimbo,Addax,OFFSHORE,Small,25.40131433
Nigeria,3.854964,6.980177,0.1039003,10.05261581,2012,OIL,Okwori,Addax,OFFSHORE,Medium,103.9002996
Nigeria,4.453513,6.325799,0.013153893,1.272672292,2012,OIL,Nembe Creek,Aiteo Eastern E&P Company,ONSHORE,Small,13.15389296
Nigeria,4.433297,6.324913,0.012164262,1.176923011,2012,OIL,Nembe Creek,Aiteo Eastern E&P Company,OFFSHORE,Small,12.16426209
Nigeria,4.441572,6.361473,0.013598996,1.31573715,2012,OIL,Nembe Creek,Aiteo Eastern E&P Company,ONSHORE,Small,13.59899619
Nigeria,4.451806,6.283618,0.005353009,0.517917084,2012,OIL,Nembe Creek,Aiteo Eastern E&P Company,ONSHORE,Small,5.35300873
Nigeria,4.420146,6.517679,0,0,2012,OIL,Odeama Creek,Aiteo Eastern E&P Company,ONSHORE,Small,0
Nigeria,4.540289,6.503308,0.016810328,1.626441621,2012,OIL,Santa Barbara,Aiteo Eastern E&P Company,ONSHORE,Small,16.81032826
Nigeria,4.349905,7.312247,0.06556689,6.343761813,2012,GAS,Ima Gas,Amni International,OFFSHORE,Medium,65.56688976
Nigeria,4.403847,7.828388,0.05503624,5.32489493,2012,OIL,Okoro,Amni International,OFFSHORE,Medium,55.03624019
Nigeria,5.597813,4.989237,0.049049482,4.745660995,2012,OIL,Ejulebe (OML 109),Atlas Petroleum International,OFFSHORE,Small,49.04948207
Nigeria,5.331271,5.208995,0.017981449,1.739750468,2012,OIL,Ajapa,Brittania-U Nigeria,OFFSHORE,Small,17.98144863
Nigeria,5.673479,5.274604,0.059016766,5.710020832,2012,OIL,Abiteye,Chevron,ONSHORE,Medium,59.01676599
Nigeria,3.465856,5.561246,0.100528386,9.726374686,2012,OIL,Agbami-Ekoli (OML 127),Chevron,OFFSHORE,Medium,100.5283861
Nigeria,5.860803,5.133084,0.111757254,10.81279597,2012,OIL,Benin River,Chevron,ONSHORE,Medium,111.7572542
Nigeria,5.686002,5.053255,0.133088555,12.87665306,2012,OIL,Delta,Chevron,OFFSHORE,Medium,133.0885548
Nigeria,5.600608,5.109032,0.059323734,5.739720734,2012,OIL,Delta South,Chevron,OFFSHORE,Medium,59.32373373
Nigeria,5.817179,5.200836,0.126998587,12.28743332,2012,OIL,Dibi,Chevron,ONSHORE,Medium,126.9985869
Nigeria,5.870053,4.939616,0.082073651,7.940832576,2012,OIL,Ewan,Chevron,OFFSHORE,Medium,82.07365117
Nigeria,4.326663,5.821515,0.086432711,8.362582635,2012,OIL,Funiwa,Chevron,OFFSHORE,Medium,86.43271137
Nigeria,5.783992,5.428424,0.064862461,6.275606545,2012,OIL,Makaraba,Chevron,ONSHORE,Medium,64.8624609
Nigeria,5.828326,4.797094,0.030495086,2.950476432,2012,OIL,Malu,Chevron,OFFSHORE,Small,30.49508614
Nigeria,5.436448,5.140352,0.069262036,6.701276534,2012,OIL,Meji,Chevron,OFFSHORE,Medium,69.26203611
Nigeria,5.777357,4.889021,0.0347258,3.3598086130000002,2012,OIL,Meren,Chevron,OFFSHORE,Small,34.72579952
Nigeria,5.758847,4.923832,0.037817361,3.658924971,2012,OIL,Meren,Chevron,OFFSHORE,Small,37.81736094
Nigeria,4.36727,5.791606,0.008515871,0.823931946,2012,OIL,North Apoi,Chevron,OFFSHORE,Small,8.515870653
Nigeria,5.55965,5.072566,0.133777014,12.94326325,2012,OIL,Okan,Chevron,OFFSHORE,Medium,133.7770143
Nigeria,5.574158,5.058795,0.033137729,3.206158828,2012,OIL,Okan,Chevron,OFFSHORE,Small,33.13772942
Nigeria,5.537961,5.091546,0.024664385,2.386341378,2012,OIL,Okan,Chevron,OFFSHORE,Small,24.66438474
Nigeria,5.738643,4.725901,0.058940172,5.702610162,2012,OIL,Opolo,Chevron,OFFSHORE,Medium,58.94017192
Nigeria,5.916131,5.01622,0.075311785,7.286604957,2012,OIL,Opuekeba,Chevron,ONSHORE,Medium,75.31178472
Nigeria,5.88147,4.834434,0.148886156,14.40511076,2012,OIL,Parabe,Chevron,OFFSHORE,Medium,148.8861557
Nigeria,5.717819,5.004647,0.047907964,4.635216271,2012,OIL,Tapa,Chevron,OFFSHORE,Small,47.90796427
Nigeria,4.337989,5.925766,0.069695281,6.743194026,2012,OIL,Otuo,ConOil,OFFSHORE,Medium,69.69528056
Nigeria,6.153596,5.342703,0.04464902,4.319905169,2012,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,44.64901967
Nigeria,5.684999,6.359476,0.029809288,2.88412376,2012,OIL,Ebendo,Energia,ONSHORE,Small,29.80928827
Nigeria,5.708656,4.480765,0.094223718,9.116382182,2012,OIL,Abo,Eni,OFFSHORE,Medium,94.22371822
Nigeria,3.940647,6.397746,0.105501973,10.207581770000001,2012,OIL,Agbara,Eni,OFFSHORE,Medium,105.5019732
Nigeria,5.634528,6.669413,0.251017398,24.28656586,2012,OIL,Akri,Eni,ONSHORE,Medium,251.0173984
Nigeria,5.686671,6.591909,0,0,2012,OIL,Beniku,Eni,ONSHORE,Small,0
Nigeria,4.851438,5.69192,0.045676386,4.41930542,2012,OIL,Clough Creek,Eni,ONSHORE,Small,45.67638569
Nigeria,5.488513,6.243742,0.048384385,4.681311206,2012,GAS,Irri,Eni,ONSHORE,Small,48.3843853
Nigeria,5.659787,6.516926,0.117756729,11.39326025,2012,OIL,Kwale,Eni,ONSHORE,Medium,117.7567287
Nigeria,5.459827,6.694868,0.121910257,11.79512454,2012,OIL,M'Bede,Eni,ONSHORE,Medium,121.9102566
Nigeria,4.628705,6.263604,0.132764435,12.84529363,2012,OIL,Obama,Eni,ONSHORE,Medium,132.7644347
Nigeria,5.386461,6.657315,0.140883998,13.6308818,2012,OIL,Obiafu-Obrikom,Eni,ONSHORE,Medium,140.8839976
Nigeria,4.813912,5.961619,0.071888119,6.955356624,2012,OIL,Ogbainbiri,Eni,ONSHORE,Medium,71.88811851
Nigeria,5.099876,6.506743,0.10219305,9.887435139,2012,OIL,Oshi,Eni,ONSHORE,Medium,102.1930503
Nigeria,4.753029,6.02998,0.008191159,0.792515286,2012,OIL,Osiama Creek South,Eni,ONSHORE,Small,8.191159113
Nigeria,4.556357,5.921292,0.067629607,6.543334856,2012,OIL,Tebidaba,Eni,ONSHORE,Medium,67.62960651
Nigeria,5.386699,4.589897,0.153318557,14.83395675,2012,OIL,Oyo NW,Erin Energy,OFFSHORE,Medium,153.3185569
Nigeria,4.653398,7.059697,0.008014106,0.775384909,2012,OIL,Alakiri,Eroton E&P Company,ONSHORE,Small,8.014105562
Nigeria,4.556519,7.004341,0.0624496,6.042156157,2012,OIL,Cawthorne Channel,Eroton E&P Company,OFFSHORE,Medium,62.44959983
Nigeria,4.552878,7.045199,0.038698932,3.744219199,2012,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Small,38.69893207
Nigeria,4.559199,6.97518,0.059353011,5.742553384,2012,OIL,Cawthorne Channel,Eroton E&P Company,ONSHORE,Medium,59.353011
Nigeria,4.106297,7.799394,0.079436922,7.685722432,2012,OIL,Asabo,ExxonMobil,OFFSHORE,Medium,79.43692249
Nigeria,4.146036,7.972153,0.254338446,24.60788561,2012,OIL,Edop,ExxonMobil,OFFSHORE,Medium,254.3384463
Nigeria,4.106596,7.624868,0.045066295,4.360277579,2012,OIL,Ekpe,ExxonMobil,OFFSHORE,Small,45.0662947
Nigeria,5.359096,4.342111,0.164998709,15.96404089,2012,OIL,Erha,ExxonMobil,OFFSHORE,Medium,164.998709
Nigeria,4.156112,8.044772,0.008364634,0.80929945,2012,OIL,Etim,ExxonMobil,OFFSHORE,Small,8.364634331
Nigeria,4.142027,8.041971,0.002052934,0.198626538,2012,OIL,Etim,ExxonMobil,OFFSHORE,Small,2.052934002
Nigeria,4.365161,7.998207,0.034024032,3.291910859,2012,OIL,Idoho,ExxonMobil,OFFSHORE,Small,34.02403223
Nigeria,4.304382,7.660039,0.240958438,23.31333611,2012,GAS,Oso,ExxonMobil,OFFSHORE,Medium,240.9584382
Nigeria,4.288639,8.167033,0.09840534,9.520964667,2012,OIL,Unam,ExxonMobil,OFFSHORE,Medium,98.40534042
Nigeria,3.575497,7.393831,0.369978931,35.79639393,2012,OIL,Usan,ExxonMobil,OFFSHORE,Medium,369.9789311
Nigeria,3.53426,7.423296,0.002501545,0.242030742,2012,OIL,Usan,ExxonMobil,OFFSHORE,Small,2.501544582
Nigeria,3.532265,7.432432,0.003929956,0.380233144,2012,OIL,Usan,ExxonMobil,OFFSHORE,Small,3.92995597
Nigeria,4.242915,7.794583,0.034837881,3.370652797,2012,OIL,Usari,ExxonMobil,OFFSHORE,Small,34.83788119
Nigeria,4.187277,8.234907,0.006596553,0.638233163,2012,OIL,Utue,ExxonMobil,OFFSHORE,Small,6.59655338
Nigeria,4.017335,7.49207,0.052288908,5.059083664,2012,OIL,Yoho,ExxonMobil,OFFSHORE,Medium,52.28890849
Nigeria,4.606262,8.014962,0.001744041,0.168740367,2012,GAS,Uquo,Frontier Oil Ltd,ONSHORE,Small,1.744041059
Nigeria,5.715059,6.421528,0.01533644,1.48383917,2012,OIL,Umusadege,Midwestern O&G,ONSHORE,Small,15.33643951
Nigeria,5.70242,6.440111,0,0,2012,OIL,Umusadege,Midwestern O&G,ONSHORE,Small,0
Nigeria,4.576829,8.422644,0.005356794,0.518283326,2012,OIL,Abana East,Moni Pulo,OFFSHORE,Small,5.356794074
Nigeria,4.784876,5.650581,0,0,2012,OIL,Atala,NA,ONSHORE,Small,0
Nigeria,4.729251,7.118721,0.014956574,1.447086256,2012,OIL,Dawes Island,NA,ONSHORE,Small,14.95657432
Nigeria,6.689055,6.927888,0.007406676,0.71661458200000006,2012,NA,NA,NA,ONSHORE,Small,7.406676142
Nigeria,6.417933,2.989245,0.00590836,0.571648728,2012,NA,NA,NA,ONSHORE,Small,5.908360097
Nigeria,4.415452,7.139957,0.040676774,3.93558042,2012,LNG,NLNG,NA,OFFSHORE,Small,40.67677431
Nigeria,4.423445,7.155116,0.093362848,9.033090837,2012,OIL,NLNG,NA,ONSHORE,Medium,93.36284819
Nigeria,5.535151,5.537301,0.016588531,1.604982154,2012,OIL,Batan,Neconde Energy,ONSHORE,Small,16.58853076
Nigeria,5.688247,5.378401,0,0,2012,OIL,Jones Creek,Neconde Energy,ONSHORE,Small,0
Nigeria,5.524229,5.468029,0,0,2012,OIL,Odidi,Neconde Energy,ONSHORE,Small,0
Nigeria,4.552183,8.011026,0.132561268,12.82563676,2012,OIL,Qua Iboe,Network E&P,ONSHORE,Medium,132.5612682
Nigeria,4.529659,6.818466,0.090669635,8.772515681,2012,OIL,Awoba (OML 24),Newcross EP,OFFSHORE,Medium,90.66963508
Nigeria,4.560722,6.710042,0.041780734,4.042391341,2012,OIL,Ekulama,Newcross EP,OFFSHORE,Small,41.7807344
Nigeria,4.549869,6.665711,0.023738543,2.29676384,2012,OIL,Ekulama,Newcross EP,ONSHORE,Small,23.73854283
Nigeria,4.929133,6.653601,0.02145944,2.07625494,2012,OIL,Ogbele,Niger Delta E & P,ONSHORE,Small,21.45944044
Nigeria,5.545515,6.764307,0.009528243,0.921881537,2012,OIL,Egbema,NPDC,ONSHORE,Small,9.528243162
Nigeria,5.544172,6.683921,0.030476159,2.948645224,2012,OIL,Egbema West,NPDC,ONSHORE,Small,30.47615942
Nigeria,6.038037,5.717799,0.017423229,1.685741281,2012,OIL,Ogharefe,NPDC,ONSHORE,Small,17.42322868
Nigeria,5.568594,6.305043,0.033330545,3.224814258,2012,OIL,Ogini,NPDC,ONSHORE,Small,33.33054538
Nigeria,3.989576,7.289804,0.290304242,28.08766695,2012,OIL,Okono,NPDC,OFFSHORE,Medium,290.3042417
Nigeria,5.950847,5.051043,0,0,2012,OIL,Opuama,NPDC,ONSHORE,Small,0
Nigeria,6.063026,5.586879,0.199381462,19.29065886,2012,OIL,Oredo,NPDC,ONSHORE,Medium,199.3814617
Nigeria,5.51603,5.937895,0.036402589,3.522042184,2012,OIL,Ughelli East,NPDC,ONSHORE,Small,36.40258862
Nigeria,5.53871,5.894477,0.009141133,0.884427614,2012,OIL,Ughelli West,NPDC,ONSHORE,Small,9.141132592
Nigeria,5.434143,5.884579,0.076368724,7.388866471,2012,OIL,Utorogu,NPDC,ONSHORE,Medium,76.36872374
Nigeria,5.44816,5.87926,0.063741053,6.16710748,2012,OIL,Utorogu,NPDC,ONSHORE,Medium,63.74105274
Nigeria,4.102109,8.171163,0.066799492,6.463019224,2012,OIL,Ebok,Oriental Energy,OFFSHORE,Medium,66.7994924
Nigeria,5.666113,6.394499,0.01027854,0.994474622,2012,OIL,Umuseti,Pillar Oil,ONSHORE,Small,10.27853975
Nigeria,5.881206,6.217936,0.099001236,9.578619102,2012,OIL,Egbaoma,Platform Petroleum,ONSHORE,Medium,99.00123637
Nigeria,4.493538,7.270521,0,0,2012,OIL,Asaramatoru,Prime Energy,OFFSHORE,Small,0
Nigeria,6.065285,5.437123,0.036119279,3.494631291,2012,OIL,Oki,Sahara Energy,ONSHORE,Small,36.11927928
Nigeria,4.581788,8.191209,8.1143e-4,0.078507887,2012,GAS,Stubb Creek,Savannah Energy,ONSHORE,Small,0.811429889
Nigeria,5.8640930000000004,5.692111,0.029051894,2.810843971,2012,OIL,Amukpe,SEPLAT Petroleum Development,ONSHORE,Small,29.05189417
Nigeria,4.626234,6.814585,0.052154351,5.046064921,2012,OIL,Idama,SEPLAT Petroleum Development,OFFSHORE,Medium,52.15435134
Nigeria,4.3483,7.111652,0.012002527,1.161274768,2012,OIL,Inda,SEPLAT Petroleum Development,OFFSHORE,Small,12.00252735
Nigeria,6.013348,5.865418,0.096791246,9.364796972,2012,OIL,Oben,SEPLAT Petroleum Development,ONSHORE,Medium,96.79124608
Nigeria,4.526689,6.632389,0.100804598,9.753098875,2012,OIL,Robertkiri,SEPLAT Petroleum Development,ONSHORE,Medium,100.8045979
Nigeria,5.900414,5.582542,0.133922809,12.95736927,2012,OIL,Sapele,SEPLAT Petroleum Development,ONSHORE,Medium,133.9228092
Nigeria,5.727132,4.831465,0.014345448,1.387958271,2012,OIL,Ukpokiti (OML 108),Shebah E&P Company,OFFSHORE,Small,14.34544828
Nigeria,5.197658,6.491347,0,0,2012,OIL,Adibawa,Shell,ONSHORE,Small,0
Nigeria,4.841387,7.25394,0.017293522,1.673191785,2012,OIL,Afam Umuosi,Shell,ONSHORE,Small,17.2935215
Nigeria,4.933476,6.976427,0.021945118,2.123245451,2012,OIL,Agbada,Shell,ONSHORE,Small,21.94511782
Nigeria,4.930375,7.016196,0.009234199,0.893432006,2012,OIL,Agbada,Shell,ONSHORE,Small,9.234198823
Nigeria,5.192844,6.761927,0.034771638,3.364243569,2012,OIL,Ahia,Shell,ONSHORE,Small,34.77163767
Nigeria,4.401454,6.646596,0.075088804,7.26503104,2012,OIL,Belema,Shell,ONSHORE,Medium,75.0888043
Nigeria,5.006007,5.686542,0.054541188,5.276997399,2012,OIL,Benisede,Shell,ONSHORE,Medium,54.54118817
Nigeria,4.998086,5.687363,0.041992773,4.062906591,2012,OIL,Benisede,Shell,ONSHORE,Small,41.99277281
Nigeria,4.554694,4.615805,0.065146657,6.303103276,2012,OIL,Bonga,Shell,OFFSHORE,Medium,65.14665743
Nigeria,4.468792,7.196087,0.030396904,2.940977041,2012,OIL,Bonny,Shell,ONSHORE,Small,30.39690378
Nigeria,4.66178,6.076893,0.089265213,8.636634336,2012,OIL,Diebu Creek,Shell,ONSHORE,Medium,89.26521331
Nigeria,4.802516,5.311433,0.012895691,1.247690611,2012,OIL,EA,Shell,OFFSHORE,Small,12.8956911
Nigeria,4.82957,7.108037,0.019577237,1.894147042,2012,OIL,Elelenwa,Shell,ONSHORE,Small,19.57723728
Nigeria,5.536295,5.194801,0.081071718,7.84389301,2012,OIL,Escravos Beach,Shell,ONSHORE,Medium,81.07171793
Nigeria,5.025551,6.358518,0.019974698,1.932602407,2012,OIL,Etelebou,Shell,ONSHORE,Small,19.9746984
Nigeria,5.376627,5.307871,0.030545065,2.955311965,2012,OIL,Forcados Yokri,Shell,OFFSHORE,Small,30.54506451
Nigeria,5.360204,5.324809,0.008387258,0.811488316,2012,OIL,Forcados Yokri,Shell,OFFSHORE,Small,8.387257676
Nigeria,5.410016,5.318099,0.012237071,1.183967439,2012,OIL,Forcados Yokri,Shell,OFFSHORE,Small,12.23707082
Nigeria,5.431443,5.26774,0.009378397,0.907383521,2012,OIL,Forcados Yokri,Shell,OFFSHORE,Small,9.378396771
Nigeria,5.345315,5.367339,0.014637452,1.416210375,2012,OIL,Forcados Yokri,Shell,ONSHORE,Small,14.63745208
Nigeria,5.336556,5.352246,7.41664e-4,0.071757883,2012,OIL,Forcados Yokri,Shell,ONSHORE,Small,0.741664224
Nigeria,5.018598,6.300172,0.056981256,5.513080149,2012,GAS,Gbaran,Shell,ONSHORE,Medium,56.9812564
Nigeria,4.980622,7.183092,0.037738105,3.651256788,2012,OIL,Imo River,Shell,ONSHORE,Small,37.7381053
Nigeria,4.987072,7.168567,0.012017757,1.162748318,2012,OIL,Imo River,Shell,ONSHORE,Small,12.01775745
Nigeria,4.864771,7.246198,0.00936917,0.906490807,2012,OIL,Isimiri,Shell,ONSHORE,Small,9.369169995
Nigeria,4.88602,6.372504,0.011344262,1.097585931,2012,OIL,Kolo Creek,Shell,ONSHORE,Small,11.34426195
Nigeria,4.9825,7.117503,0.015139217,1.464757412,2012,OIL,Nkali,Shell,ONSHORE,Small,15.13921717
Nigeria,4.800744,6.089971,0.056921223,5.507271787,2012,OIL,Nun River,Shell,ONSHORE,Medium,56.92122321
Nigeria,5.007743,6.811342,0.007389435,0.714946466,2012,OIL,Obele,Shell,ONSHORE,Small,7.389435083
Nigeria,4.893178,7.119541,0.008045364,0.778409263,2012,OIL,Obigbo North (OML 11),Shell,ONSHORE,Small,8.045364223
Nigeria,5.661119,6.705848,0.022245757,2.152333043,2012,OIL,Oguta,Shell,ONSHORE,Small,22.24575694
Nigeria,4.913094,5.773726,0.036994936,3.579353267,2012,OIL,Opukushi,Shell,ONSHORE,Small,36.99493581
Nigeria,5.654645,5.14771,0.047999936,4.644114797,2012,OIL,Otumara,Shell,ONSHORE,Small,47.9999363
Nigeria,4.981302,6.684008,0.032583236,3.152510161,2012,OIL,Rumuekpe,Shell,ONSHORE,Small,32.58323567
Nigeria,5.624213,5.172899,0.063533746,6.147050032,2012,OIL,Saghara,Shell,ONSHORE,Medium,63.53374601
Nigeria,5.615888,5.20193,0.054425262,5.265781251,2012,OIL,Saghara,Shell,ONSHORE,Medium,54.42526201
Nigeria,4.65579,6.614816,0.035431116,3.428049718,2012,OIL,Soku,Shell,ONSHORE,Small,35.43111557
Nigeria,4.648893,6.63303,0,0,2012,OIL,Soku,Shell,ONSHORE,Small,0
Nigeria,4.880939,5.615126,0.124786822,12.07343952,2012,GAS,Tunu,Shell,ONSHORE,Medium,124.7868223
Nigeria,5.112547,6.55665,0.009679006,0.936468252,2012,OIL,Ubie,Shell,ONSHORE,Small,9.679006316
Nigeria,5.008144,7.018997,0.019086237,1.846641504,2012,OIL,Umuechem,Shell,ONSHORE,Small,19.08623676
Nigeria,5.548873,6.012966,0.003683495,0.356387384,2012,OIL,Afiesere,Shoreline Natural Resources,ONSHORE,Small,3.683494588
Nigeria,5.651901,6.069358,0.029379415,2.842532451,2012,OIL,Kokori,Shoreline Natural Resources,ONSHORE,Small,29.37941514
Nigeria,5.459583,6.179629,0.038352337,3.710685205,2012,OIL,Olomoro-Oleh,Shoreline Natural Resources,ONSHORE,Small,38.35233651
Nigeria,5.356241,6.144253,0.012791032,1.237564604,2012,OIL,Oroni,Shoreline Natural Resources,ONSHORE,Small,12.79103225
Nigeria,5.489939,6.13561,0.015996657,1.54771685,2012,OIL,Oweh,Shoreline Natural Resources,ONSHORE,Small,15.99665673
Nigeria,5.327181,6.241895,0,0,2012,OIL,Uzere West,Shoreline Natural Resources,ONSHORE,Small,0
Nigeria,5.716869,6.48592,0.028588544,2.766013714,2012,OIL,Okwuibome,Sterling Global,ONSHORE,Small,28.5885444
Nigeria,5.823731,6.4422,1.42059e-4,0.01374456,2012,GAS,Matsogo,Swift Oil,ONSHORE,Small,0.142058933
Nigeria,3.955456,7.758371,0.0210626,2.037859662,2012,OIL,Afia,TotalEnergies,OFFSHORE,Small,21.06260035
Nigeria,3.142144,6.823137,0.108384158,10.4864404,2012,GAS,Akpo,TotalEnergies,OFFSHORE,Medium,108.3841578
Nigeria,4.13571,7.515565,0.044123212,4.269031925,2012,OIL,Amenam-Kpono,TotalEnergies,OFFSHORE,Small,44.12321173
Nigeria,4.035214,7.686007,0.029762859,2.879631578,2012,OIL,Edikan,TotalEnergies,OFFSHORE,Small,29.76285866
Nigeria,5.245901,6.659867,0.005260948,0.509009975,2012,GAS,Ibewa,TotalEnergies,ONSHORE,Small,5.260947981
Nigeria,3.95392,7.774897,0.02609486,2.524743495,2012,OIL,Ime,TotalEnergies,OFFSHORE,Small,26.09486032
Nigeria,5.238211,6.626947,0.078082479,7.55467662,2012,OIL,Obagi,TotalEnergies,ONSHORE,Medium,78.08247909
Nigeria,5.249955,6.599884,0.273374882,26.44970875,2012,OIL,Obagi SW,TotalEnergies,ONSHORE,Medium,273.3748821
Nigeria,3.978451,7.757837,0.009515201,0.92061972,2012,OIL,Odudu,TotalEnergies,OFFSHORE,Small,9.515201469
Nigeria,4.12824,8.096095,0.19815714,19.17220261,2012,OIL,Ofon,TotalEnergies,OFFSHORE,Medium,198.1571395
Nigeria,4.316774,8.36674,0.137223747,13.27674337,2013,OIL,Adanga,Addax,OFFSHORE,Medium,137.2237474
Nigeria,4.35386,8.245211,0.046625088,4.511094714,2013,OIL,Akam,Addax,OFFSHORE,Small,46.62508753
Nigeria,4.271774,8.337887,0.065864098,6.372517499,2013,OIL,Ebughu,Addax,OFFSHORE,Medium,65.86409841
Nigeria,5.619424,6.815036,0.086256752,8.345558125,2013,OIL,Izombe,Addax,ONSHORE,Medium,86.25675202
Nigeria,4.221047,8.333957,0.03038123,2.939460572,2013,OIL,Mimbo,Addax,OFFSHORE,Small,30.38123009
Nigeria,4.243009,8.322505,0,0,2013,OIL,Mimbo,Addax,OFFSHORE,Small,0
Nigeria,3.854964,6.980177,0.10866037,10.51316459,2013,OIL,Okwori,Addax,OFFSHORE,Medium,108.6603696
Nigeria,4.453513,6.325799,0.014769673,1.429003079,2013,OIL,Nembe Creek,Aiteo Eastern E&P Company,ONSHORE,Small,14.76967296
Nigeria,4.433297,6.324913,0.008058879,0.77971686,2013,OIL,Nembe Creek,Aiteo Eastern E&P Company,OFFSHORE,Small,8.058879084
Nigeria,4.441572,6.361473,0.006876196,0.665289259,2013,OIL,Nembe Creek,Aiteo Eastern E&P Company,ONSHORE,Small,6.876195668
Nigeria,4.451806,6.283618,0.001600822,0.15488356,2013,OIL,Nembe Creek,Aiteo Eastern E&P Company,ONSHORE,Small,1.600821978
Nigeria,4.420146,6.517679,0,0,2013,OIL,Odeama Creek,Aiteo Eastern E&P Company,ONSHORE,Small,0
Nigeria,4.540289,6.503308,0.016290435,1.57614063,2013,OIL,Santa Barbara,Aiteo Eastern E&P Company,ONSHORE,Small,16.29043492
Nigeria,4.349905,7.312247,0.05406595,5.231016914,2013,GAS,Ima Gas,Amni International,OFFSHORE,Medium,54.06595006
Nigeria,4.403847,7.828388,0.07425662,7.184515119,2013,OIL,Okoro,Amni International,OFFSHORE,Medium,74.25662008
Nigeria,5.597813,4.989237,0.056226553,5.440060736,2013,OIL,Ejulebe (OML 109),Atlas Petroleum International,OFFSHORE,Medium,56.226553440000004
Nigeria,5.331271,5.208995,0.015144422,1.465260994,2013,OIL,Ajapa,Brittania-U Nigeria,OFFSHORE,Small,15.14442202
Nigeria,5.673479,5.274604,0.033528389,3.243956103,2013,OIL,Abiteye,Chevron,ONSHORE,Small,33.52838875
Nigeria,3.465856,5.561246,0.080239829,7.763405703,2013,OIL,Agbami-Ekoli (OML 127),Chevron,OFFSHORE,Medium,80.23982944
Nigeria,5.860803,5.133084,0.057748971,5.587358518,2013,OIL,Benin River,Chevron,ONSHORE,Medium,57.74897148
Nigeria,5.686002,5.053255,0.123138719,11.91398137,2013,OIL,Delta,Chevron,OFFSHORE,Medium,123.138719
Nigeria,5.600608,5.109032,0.058934849,5.702095135,2013,OIL,Delta South,Chevron,OFFSHORE,Medium,58.93484878
Nigeria,5.817179,5.200836,0.078196631,7.565721092,2013,OIL,Dibi,Chevron,ONSHORE,Medium,78.19663087
Nigeria,5.870053,4.939616,0.049163042,4.756648242,2013,OIL,Ewan,Chevron,OFFSHORE,Small,49.16304239
Nigeria,4.326663,5.821515,0.071584108,6.925942848,2013,OIL,Funiwa,Chevron,OFFSHORE,Medium,71.58410807
Nigeria,5.783992,5.428424,0.058644146,5.673968927,2013,OIL,Makaraba,Chevron,ONSHORE,Medium,58.64414619
Nigeria,5.828326,4.797094,0.02031949,1.965961863,2013,OIL,Malu,Chevron,OFFSHORE,Small,20.31949001
Nigeria,5.436448,5.140352,0.079484239,7.690300452,2013,OIL,Meji,Chevron,OFFSHORE,Medium,79.48423929
Nigeria,5.777357,4.889021,0.05258109,5.087352936,2013,OIL,Meren,Chevron,OFFSHORE,Medium,52.58108973
Nigeria,5.758847,4.923832,0.027594478,2.669835244,2013,OIL,Meren,Chevron,OFFSHORE,Small,27.59447758
Nigeria,4.36727,5.791606,0.001171798,0.11337437,2013,OIL,North Apoi,Chevron,OFFSHORE,Small,1.171797595
Nigeria,5.55965,5.072566,0.06154437,5.954572918,2013,OIL,Okan,Chevron,OFFSHORE,Medium,61.5443703
Nigeria,5.574158,5.058795,0.028380765,2.745910485,2013,OIL,Okan,Chevron,OFFSHORE,Small,28.38076451
Nigeria,5.537961,5.091546,0.017868805,1.72885192,2013,OIL,Okan,Chevron,OFFSHORE,Small,17.86880507
Nigeria,5.738643,4.725901,0.045910604,4.441966617,2013,OIL,Opolo,Chevron,OFFSHORE,Small,45.91060385
Nigeria,5.916131,5.01622,0.065686365,6.355321312,2013,OIL,Opuekeba,Chevron,ONSHORE,Medium,65.68636468
Nigeria,5.88147,4.834434,0.157750071,15.2627169,2013,OIL,Parabe,Chevron,OFFSHORE,Medium,157.750071
Nigeria,5.717819,5.004647,0.041117412,3.978213228,2013,OIL,Tapa,Chevron,OFFSHORE,Small,41.11741201
Nigeria,4.337989,5.925766,0.061190086,5.920294996,2013,OIL,Otuo,ConOil,OFFSHORE,Medium,61.19008576
Nigeria,6.153596,5.342703,0.042729732,4.134209247,2013,OIL,Gilli Gilli,Dubri Oil,ONSHORE,Small,42.72973197
Nigeria,5.684999,6.359476,0.047956464,4.639908741,2013,OIL,Ebendo,Energia,ONSHORE,Small,47.95646399
Nigeria,5.708656,4.480765,0.168414982,16.29457391,2013,OIL,Abo,Eni,OFFSHORE,Medium,168.414982
Nigeria,3.940647,6.397746,0.109841515,10.6274434,2013,OIL,Agbara,Eni,OFFSHORE,Medium,109.8415153
